;zcrAvg;changeSign;energyValue;rmseValue;centAvg;mfcc1;mfcc2;mfcc3;mfcc4;mfcc5;mfcc6;mfcc7;mfcc8;mfcc9;mfcc10;mfcc11;mfcc12;mfcc13;mfcc14;mfcc15;mfcc16;mfcc17;mfcc18;mfcc19;mfcc20;mfcc21;mfcc22;mfcc23;mfcc24;mfcc25;mfcc26;mfcc27;mfcc28;mfcc29;mfcc30;mfcc31;mfcc32;mfcc33;mfcc34;mfcc35;mfcc36;mfcc37;mfcc38;mfcc39;mfcc40;rolloff;spectral_flux;spectral_bandwidth_2;spectral_bandwidth_3;spectral_bandwidth_4;mfcc_delta1;mfcc_delta2;mfcc_delta3;mfcc_delta4;mfcc_delta5;mfcc_delta6;mfcc_delta7;mfcc_delta8;mfcc_delta9;mfcc_delta10;mfcc_delta11;mfcc_delta12;mfcc_delta13;mfcc_delta14;mfcc_delta15;mfcc_delta16;mfcc_delta17;mfcc_delta18;mfcc_delta19;mfcc_delta20;mfcc_delta21;mfcc_delta22;mfcc_delta23;mfcc_delta24;mfcc_delta25;mfcc_delta26;mfcc_delta27;mfcc_delta28;mfcc_delta29;mfcc_delta30;mfcc_delta31;mfcc_delta32;mfcc_delta33;mfcc_delta34;mfcc_delta35;mfcc_delta36;mfcc_delta37;mfcc_delta38;mfcc_delta39;mfcc_delta40;chroma_stft1;chroma_stft2;chroma_stft3;chroma_stft4;chroma_stft5;chroma_stft6;chroma_stft7;chroma_stft8;chroma_stft9;chroma_stft10;chroma_stft11;chroma_stft12;class
0;0.007996490036231884;1425;16.45346278524099;0.00965782623006433;1946.027099742478;-540.2546997070312;133.53506469726562;-8.932097434997559;18.918954849243164;-4.12954044342041;14.270182609558105;2.9048781394958496;4.4926886558532715;1.7939153909683228;1.0798168182373047;-2.2099380493164062;-4.3740057945251465;-9.480499267578125;-8.497034072875977;-7.5797624588012695;-7.861766815185547;-4.544802188873291;-6.068424701690674;-4.367394924163818;-6.586911201477051;-4.2172698974609375;-4.179142475128174;-4.519120693206787;-3.2383031845092773;-3.081212043762207;-1.9025930166244507;-2.333667039871216;-2.34944486618042;-2.740640640258789;-0.8094063401222229;-1.9985629320144653;-1.3003690242767334;-2.514859914779663;-1.2384395599365234;-1.4097949266433716;-1.0022159814834595;-1.0638855695724487;-1.1490511894226074;-1.4258030652999878;-1.5050623416900635;4036.508152173913;1.0742554664611816;2912.2757052077577;4067.7634165070526;5166.235123246043;1.4062594175338745;0.5325535535812378;-0.11584700644016266;0.05028306692838669;-0.06572433561086655;0.06900345534086227;0.0058240159414708614;0.0405535064637661;0.01848197728395462;0.034145671874284744;-0.003456431906670332;0.001604469958692789;-0.02774706855416298;-0.013525580056011677;-0.03379698842763901;-0.019905170425772667;-0.019426915794610977;-0.011179658584296703;-0.01525016687810421;0.004408065229654312;-0.0003176758182235062;-2.743472214206122e-05;-0.006943076383322477;-0.019739249721169472;-0.05069063603878021;-0.013754392974078655;-0.008134312927722931;-0.014694204553961754;-0.027165763080120087;-0.0316348671913147;-0.027166690677404404;0.0028484868817031384;-0.00173980463296175;0.018681414425373077;0.0066243726760149;0.005358060821890831;-0.01175642665475607;-0.015419568866491318;-0.02181210182607174;-0.013511920347809792;0.5871132016181946;0.5662268400192261;0.5547928810119629;0.5111314058303833;0.4894588887691498;0.5014913082122803;0.49349474906921387;0.5247149467468262;0.5222283005714417;0.5489777326583862;0.5593204498291016;0.5857143402099609;13
1;0.033740942028985504;5973;1805.7567583026648;0.1011766522800353;1880.6239453461008;-188.16842651367188;179.32630920410156;-27.109176635742188;24.05286407470703;-14.41026496887207;14.609281539916992;-1.4800465106964111;6.9593634605407715;5.87080717086792;4.931643486022949;-1.1510478258132935;-1.534877061843872;-11.976486206054688;-6.742647647857666;-10.5789794921875;-5.847197532653809;-5.875019073486328;-2.897737741470337;-5.9045515060424805;-5.113015651702881;-7.837935924530029;-3.3716845512390137;-7.079714298248291;-1.2832175493240356;-4.823770046234131;-1.3456511497497559;-5.2778778076171875;-0.941555917263031;-4.238247394561768;-0.09165775775909424;-3.2150990962982178;-0.5991729497909546;-3.233640193939209;-0.190792977809906;-2.3034510612487793;-0.29998689889907837;-1.7489590644836426;-0.9295049905776978;-2.6282143592834473;-1.3565436601638794;3498.4901494565215;1.2167820930480957;2796.3192953442845;4086.54166954144;5335.180629048394;0.4871988594532013;0.002690246095880866;0.04045712575316429;0.032684262841939926;-0.005103910341858864;0.04004058241844177;0.0017742764903232455;-0.0027915844693779945;-0.023487472906708717;0.0005131168873049319;-0.0467996783554554;-0.01764778047800064;-0.034302592277526855;-0.010538710281252861;-0.03277831897139549;-0.017803169786930084;-0.03511067107319832;0.003922858275473118;0.003418703330680728;0.034379128366708755;-0.0053350115194916725;-0.0034473391715437174;0.0031634496990591288;0.015081151388585567;-0.013976567424833775;0.005366335157305002;0.012344074435532093;0.009560758247971535;-0.010423891246318817;0.010647639632225037;0.0025156643241643906;0.0036343394313007593;-0.034788619726896286;-0.011370914056897163;-0.009903893806040287;-0.0054993098601698875;0.0033640204928815365;0.023759571835398674;-0.018875611945986748;-0.02155081182718277;0.6174060702323914;0.595496416091919;0.5607982873916626;0.5003538131713867;0.45114946365356445;0.46084460616111755;0.4816147983074188;0.5530684590339661;0.5825299024581909;0.6316289305686951;0.6710003614425659;0.6999548077583313;13
2;0.03379189311594203;5990;4543.197549515968;0.16048391481299573;1902.7224393342285;-129.6068878173828;176.38473510742188;-25.590930938720703;24.49532127380371;-13.156183242797852;18.408536911010742;-0.487546443939209;8.60366153717041;3.735124349594116;5.1520161628723145;-3.6288936138153076;-2.494990587234497;-14.071122169494629;-6.674673080444336;-12.481056213378906;-5.6951985359191895;-7.624120235443115;-1.4861582517623901;-7.123815536499023;-4.67704439163208;-9.895074844360352;-2.176579475402832;-7.551283836364746;-0.3484496772289276;-5.770198822021484;0.2962595522403717;-5.7979230880737305;-0.6964780688285828;-5.619419574737549;0.7677464485168457;-4.223241329193115;-0.117275670170784;-4.079550266265869;0.2823808193206787;-2.8642256259918213;0.11601489782333374;-2.5786855220794678;-0.2818998694419861;-3.1259400844573975;-0.3318133056163788;3535.252632472826;1.2105839252471924;2889.831587167525;4221.332398972844;5496.4578767788025;-0.010682329535484314;0.009034895338118076;-0.019790811464190483;-0.03559105843305588;0.016879716888070107;0.02401675656437874;0.04065682366490364;0.002685768064111471;-0.0008233830449171364;-0.045921530574560165;-0.023249810561537743;0.02130168490111828;0.017703497782349586;0.0013944943202659488;-0.0060075074434280396;-0.022202961146831512;-0.02446071431040764;-0.005147877614945173;0.012743065133690834;0.011434966698288918;-0.01933205872774124;-0.026441078633069992;0.015165911987423897;0.000572230143006891;0.007911614142358303;0.0021144964266568422;-0.004710816778242588;0.008442218415439129;0.009711178950965405;0.01601421646773815;0.019390063360333443;0.01823822408914566;-0.018130658194422722;-0.03358940780162811;-0.0052362591959536076;0.01025233045220375;0.007696008775383234;0.011491192504763603;0.0077408915385603905;-0.0015988999512046576;0.6571726202964783;0.6098326444625854;0.5312200784683228;0.4672551155090332;0.4585670232772827;0.46726304292678833;0.4763633906841278;0.511978030204773;0.527269721031189;0.5930888652801514;0.6756442189216614;0.7001209855079651;13
3;0.032635586503623186;5778;2584.562988368703;0.12104427957614435;1948.2035729000395;-148.95138549804688;176.51783752441406;-25.457489013671875;24.16231918334961;-10.945096969604492;19.514856338500977;-1.4616608619689941;8.260645866394043;1.5491136312484741;5.550114631652832;-1.0180624723434448;1.9444704055786133;-8.7910737991333;-1.09476637840271;-9.100883483886719;-4.861608982086182;-8.609642028808594;-1.7534129619598389;-6.353569507598877;-2.405540943145752;-7.443924903869629;-1.9900953769683838;-7.630075931549072;-0.748149573802948;-5.65493631362915;-0.6513310074806213;-6.945431232452393;0.011801899410784245;-6.099387168884277;0.4202877879142761;-4.934963226318359;0.1437591016292572;-4.189847946166992;0.05973690003156662;-3.8672592639923096;-0.21854963898658752;-3.359687089920044;-0.7083637118339539;-3.063937187194824;-0.360883891582489;3657.3989470108695;1.1892564296722412;2951.718987392595;4287.441191965822;5561.331718014161;-0.12317781150341034;0.00526190223172307;0.008530347608029842;-0.008163448423147202;0.013285163789987564;0.0006675077602267265;-0.020162461325526237;0.005294318776577711;-0.012371680699288845;0.02822091430425644;0.007032433990389109;0.009484336711466312;-0.004428387153893709;-0.019288713112473488;-0.01031470112502575;0.02835744246840477;0.020625460892915726;0.0008656957652419806;-0.04474776238203049;-0.013508525677025318;-0.019134612753987312;0.02187216654419899;0.00748887425288558;0.027815457433462143;-0.003522027051076293;-0.005387043114751577;-0.014920929446816444;-0.007886840030550957;-0.009903447702527046;0.0039999173022806644;-0.005888995714485645;0.009838353842496872;-0.008511364459991455;0.01013549417257309;-0.00041776325087994337;0.00654961122199893;-0.003744550282135606;0.010351825505495071;0.005226646084338427;-0.010384412482380867;0.6376393437385559;0.6096667051315308;0.6097510457038879;0.5953326225280762;0.6180635094642639;0.6247190833091736;0.6355993151664734;0.6548615097999573;0.6768199801445007;0.6523253321647644;0.6630169153213501;0.6647898554801941;13
4;0.02869536911231884;5079;3274.4070814107604;0.13624389472896692;1864.5375829582797;-152.48036193847656;174.92034912109375;-18.012895584106445;26.182170867919922;-8.774367332458496;17.921297073364258;0.733018159866333;7.938541889190674;2.7789523601531982;4.992068290710449;-2.963751792907715;-0.45075246691703796;-12.061359405517578;-4.329512119293213;-9.707075119018555;-3.7528886795043945;-6.743410110473633;-2.6283299922943115;-7.654911994934082;-4.17828369140625;-8.864287376403809;-2.0781047344207764;-7.813686847686768;-1.0820283889770508;-6.340112686157227;-0.5588821768760681;-5.931304454803467;-0.4091717600822449;-5.125781059265137;0.1869029551744461;-4.1801066398620605;0.2927193343639374;-3.693045139312744;-0.413896769285202;-3.3058323860168457;-0.1844301074743271;-2.7431623935699463;-0.779373049736023;-3.293571710586548;-0.43033844232559204;3518.275730298913;1.2005161046981812;2986.0162749737738;4367.6642724853655;5673.287129775177;0.13529673218727112;0.015285939909517765;0.030465396121144295;-0.01089574582874775;-0.011335903778672218;-0.007133370731025934;-0.030702928081154823;-0.009037581272423267;-0.0037923301570117474;0.006835466250777245;-0.001798694720491767;-0.0009122176561504602;0.010517269372940063;-0.015441427007317543;-0.018211986869573593;-0.011093673296272755;0.009795734658837318;0.02807091921567917;0.007411364000290632;0.010549748316407204;-0.009438521228730679;0.01211544219404459;0.0032830783165991306;-0.001895980560220778;-0.01906999573111534;-0.025629056617617607;-0.012839754112064838;-0.005880789365619421;-0.0384715273976326;-0.015526576898992062;0.003056480549275875;0.003073764266446233;0.0031397391576319933;0.0007179840467870235;-0.004439854994416237;-0.0027440187986940145;-0.006788793485611677;-0.031072644516825676;-0.028051137924194336;-0.010258680209517479;0.6105591654777527;0.5829431414604187;0.5594691634178162;0.536684513092041;0.56727135181427;0.5670071244239807;0.5796703696250916;0.598778486251831;0.6534453630447388;0.6654698252677917;0.6989561319351196;0.6524938344955444;13
5;0.028085371376811594;4974;2645.008281265121;0.12245152648708935;1878.5273546266924;-160.42294311523438;174.87042236328125;-21.738048553466797;28.049238204956055;-6.60964822769165;19.205778121948242;2.0942835807800293;7.540853500366211;1.949979305267334;4.81500244140625;-2.458303689956665;1.1816504001617432;-10.406743049621582;-3.204235553741455;-9.38159465789795;-3.841156482696533;-7.195719242095947;-2.361365556716919;-6.947444438934326;-3.7030677795410156;-8.414798736572266;-1.7275309562683105;-8.353081703186035;-1.1660192012786865;-6.862029552459717;-1.2222408056259155;-6.52874755859375;-1.4306772947311401;-5.775686740875244;-0.38013318181037903;-4.654862880706787;-0.2530803382396698;-4.257552146911621;-0.729458749294281;-3.9770567417144775;-0.5156645178794861;-3.0562984943389893;-0.8684398531913757;-2.92158579826355;-0.2678413391113281;3609.651409646739;1.1924031972885132;2959.708254072614;4317.344909847817;5613.51326350937;-0.04292444884777069;-0.0012814673827961087;-0.003318667644634843;-0.01342419721186161;0.005402772221714258;-0.042459432035684586;-0.003849664004519582;-0.022083880379796028;-0.01261603832244873;-0.0239954125136137;-0.014229749329388142;0.008137944154441357;0.0047698779962956905;-0.01579197309911251;-0.0023160045966506004;-0.022883400321006775;-0.013328640721738338;0.009275311604142189;0.020395934581756592;0.03895186260342598;0.024858204647898674;-0.01409862469881773;0.0024194633588194847;-0.0008333551813848317;0.002509840065613389;-0.007440580986440182;-0.029818736016750336;0.004827024415135384;0.007971866056323051;0.019880181178450584;0.013812888413667679;0.004475123714655638;0.004439482465386391;-0.011029409244656563;-0.0008906381553970277;-0.00965762510895729;-0.0056356871500611305;-0.02659766748547554;-0.002754573244601488;-0.005362286698073149;0.6154206991195679;0.5813848376274109;0.5784618854522705;0.5810994505882263;0.6152477264404297;0.6468542814254761;0.6432794332504272;0.6684720516204834;0.6585582494735718;0.6604431867599487;0.6598855257034302;0.6319146752357483;13
6;0.03053243885869565;5408;1865.6947710507168;0.1028421192347066;1772.7969814847406;-183.12139892578125;182.06251525878906;-23.462419509887695;22.91222381591797;-7.221010208129883;15.921760559082031;0.4367367923259735;10.062814712524414;4.082496166229248;6.886423110961914;-3.0355124473571777;0.18195658922195435;-11.62431812286377;-2.962367296218872;-8.618560791015625;-2.1186821460723877;-6.623029708862305;-2.4077823162078857;-7.413499355316162;-3.253922462463379;-8.078574180603027;-1.7267475128173828;-7.171232223510742;-1.3380869626998901;-6.900514602661133;-1.1264537572860718;-5.578100204467773;0.3845229744911194;-5.382625579833984;0.11655817180871964;-5.06379508972168;-0.23853574693202972;-4.876379013061523;-0.08310995995998383;-3.5041775703430176;-0.3396088182926178;-3.4036154747009277;-0.8130831122398376;-2.970381736755371;-0.49118706583976746;3149.2153532608695;1.2134431600570679;2790.5949102100726;4184.332111386507;5508.221487484884;0.0760984942317009;0.050864964723587036;0.011938485316932201;-0.038606029003858566;-0.061179306358098984;-0.0017548513133078814;-0.004448855295777321;0.042715419083833694;0.012949458323419094;0.0013470511185005307;-0.05750327184796333;-0.029764976352453232;-0.022339342162013054;0.025879597291350365;0.01558036357164383;0.020094258710741997;-0.025800680741667747;-0.024139434099197388;-0.01981915347278118;0.005986663047224283;0.0022411211393773556;0.012128285132348537;-0.010438471101224422;-0.016804225742816925;-0.03148267790675163;0.007398671470582485;0.019517097622156143;0.0186102706938982;-0.0002672789851203561;-0.017632871866226196;-0.012858258560299873;0.014204846695065498;-0.009431167505681515;0.004334263037890196;-0.007914656773209572;-0.00017404556274414062;-0.018348878249526024;-0.009430541656911373;-0.010079415515065193;0.007821425795555115;0.6282748579978943;0.6411389112472534;0.6311641335487366;0.5899094939231873;0.5404553413391113;0.5153919458389282;0.498651921749115;0.533166766166687;0.5454375147819519;0.5831003785133362;0.6263011693954468;0.6556142568588257;13
7;0.029005321557971014;5139;4011.107336875345;0.15079358845960333;1815.4332274273086;-142.09075927734375;178.5928497314453;-19.187538146972656;24.597965240478516;-12.805508613586426;17.180355072021484;1.4380693435668945;10.157221794128418;4.684708595275879;3.487748146057129;-6.299180030822754;-4.773097038269043;-14.254316329956055;-4.410325527191162;-9.778428077697754;-3.759938955307007;-7.451814651489258;-3.2130258083343506;-7.566201210021973;-4.479143142700195;-8.27599811553955;-1.3683431148529053;-7.416926383972168;-1.2129689455032349;-6.778475761413574;-0.3835630416870117;-5.315173625946045;0.917003333568573;-4.530061721801758;0.33951452374458313;-4.800183296203613;-1.0456558465957642;-4.206528663635254;-0.1516043245792389;-2.688170909881592;0.28093504905700684;-2.354602098464966;-0.49048957228660583;-2.996495246887207;-0.17906945943832397;3332.0291270380435;1.2062592506408691;2880.2121842357205;4249.78752789133;5549.4699772514905;0.10453107208013535;-0.10025453567504883;-0.04515015333890915;0.047490306198596954;0.03638052940368652;0.01038580946624279;-0.04951176792383194;-0.06771642714738846;-0.06444839388132095;-0.019377199932932854;0.0052255382761359215;0.01290120929479599;-0.02455422282218933;-0.020239409059286118;0.004097420256584883;0.018074339255690575;0.030872700735926628;0.0374433696269989;0.04928029328584671;0.012286166660487652;-0.048019442707300186;-0.03431808575987816;-0.0010092112934216857;0.024203190580010414;0.01962815783917904;0.008731873705983162;-0.021288197487592697;-0.01221625879406929;-0.006210569757968187;-0.00641739834100008;-0.0025984200183302164;-0.015243496745824814;-0.018667200580239296;-0.013430033810436726;-0.017176205292344093;-0.008554333820939064;-0.008114545606076717;-0.01056118868291378;-0.020878421142697334;-4.126800922676921e-05;0.6232667565345764;0.6476582884788513;0.5935594439506531;0.5351705551147461;0.5058503746986389;0.4817764163017273;0.5064823031425476;0.5398280024528503;0.5874391198158264;0.6076636910438538;0.6630659699440002;0.6280237436294556;13
8;0.029352072010869566;5201;4148.034079982297;0.15334579839090418;1974.24169043854;-135.6710205078125;169.48634338378906;-18.86395263671875;30.864288330078125;-8.72790241241455;20.64826202392578;-0.20496611297130585;7.8427042961120605;1.127734661102295;3.3783457279205322;-4.992201805114746;-2.331101417541504;-13.377819061279297;-5.016299724578857;-11.822250366210938;-5.457533836364746;-8.348101615905762;-2.6337363719940186;-7.394044876098633;-2.886617660522461;-7.864943504333496;-0.6968056559562683;-7.758132457733154;0.1611352264881134;-6.233757019042969;-0.243266761302948;-6.334731578826904;0.2944500148296356;-5.431095600128174;0.44592365622520447;-4.650189399719238;-0.051515307277441025;-4.041162967681885;-0.08152879774570465;-3.4926340579986572;-0.11623349040746689;-3.276193141937256;-0.35338467359542847;-3.468883991241455;-0.3092317581176758;3935.083644701087;1.1858874559402466;3095.114688493253;4436.110350012082;5710.806198861882;-0.04862499609589577;-0.012227874249219894;0.0071669695898890495;-0.00552585581317544;0.0021224257070571184;0.021135354414582253;0.002315196208655834;-0.029520811513066292;-0.028020748868584633;0.0073334951885044575;-0.0016723079606890678;0.009215795435011387;0.01348886452615261;-0.00822429545223713;-0.03799641877412796;-0.011912510730326176;-0.011903713457286358;-0.01235511340200901;-0.019108079373836517;-0.0025237982627004385;0.00621805340051651;-0.006146557629108429;0.01440264843404293;0.0312822163105011;0.008386191911995411;0.004098879173398018;-0.026273135095834732;-0.005770108196884394;-0.005621063057333231;-0.007635831367224455;-0.010657483711838722;-0.011485202237963676;-0.009059891104698181;-0.007814290933310986;-0.0030213245190680027;0.009370598942041397;-0.009880253113806248;-0.008701604790985584;-0.02741909772157669;-0.017915230244398117;0.6100277900695801;0.6138733625411987;0.6184557676315308;0.5749335885047913;0.563408374786377;0.5668251514434814;0.5711414217948914;0.5890252590179443;0.5923042893409729;0.6065362691879272;0.6251404881477356;0.6071802973747253;13
9;0.031351902173913045;5555;4067.3480725420236;0.1518470541042449;2082.349116492279;-125.92184448242188;166.50645446777344;-17.16961669921875;27.643062591552734;-10.035399436950684;18.482738494873047;-2.6465694904327393;5.425111293792725;-1.939315676689148;1.271775722503662;-8.2576904296875;-5.220556735992432;-16.174219131469727;-6.369287967681885;-12.591556549072266;-5.032439708709717;-8.669443130493164;-1.4935928583145142;-6.808837890625;-1.302550196647644;-7.089476585388184;1.1456983089447021;-6.49330997467041;1.7221821546554565;-6.061994552612305;0.5070072412490845;-5.993499279022217;0.5162326693534851;-5.795939922332764;0.928571343421936;-4.650130748748779;-0.012776670977473259;-4.8870744705200195;-0.8079782724380493;-3.938019037246704;0.19576026499271393;-2.8937530517578125;0.0985756665468216;-2.9011571407318115;0.24501535296440125;4151.476732336957;1.1982022523880005;3216.6991088419086;4581.302076296158;5866.302878812064;0.06384692341089249;0.013703329488635063;-0.0067603071220219135;-0.02828172966837883;-0.013324682600796223;0.005795836914330721;0.003430801210924983;0.002983539365231991;0.01639457605779171;0.03397797420620918;0.012194293551146984;-0.00021298692445270717;-0.0237586610019207;0.0037519780453294516;-0.020511548966169357;0.032040074467659;0.015287007205188274;-0.012242416851222515;-0.029157541692256927;-0.018251977860927582;-0.01970125548541546;-0.0057373810559511185;-0.0036365992855280638;0.0013083202065899968;-0.03696916252374649;-0.0021606404334306717;-0.00031878394656814635;-0.018336627632379532;-0.020753782242536545;0.019571272656321526;0.013701675459742546;0.01705862209200859;0.012639808468520641;0.01033696811646223;-0.007627116981893778;-0.007486818823963404;0.012063649483025074;0.01007423922419548;-0.010719156824052334;-0.00037560463533736765;0.5979470014572144;0.5917355418205261;0.5808895230293274;0.5731706619262695;0.5594330430030823;0.5643637776374817;0.5533639192581177;0.5625696778297424;0.5742353796958923;0.597376823425293;0.584285318851471;0.5853142142295837;13
